transaction_id,build_profile,use_case,target_budget,cpu,cpu_brand,cpu_socket,cpu_mark,gpu,gpu_brand,gpu_mark,motherboard,motherboard_socket,ram,ram_type,ram_gb,storage,storage_type,storage_gb,psu,psu_wattage,required_wattage_with_headroom,total_price,compatibility_valid,data_origin
TX03247,entry_gaming,Gaming,867.19,Intel Core i5-10600 @ 3.30GHz,Intel,LGA1200,13928,Radeon RX 6500 XT,Radeon,9440,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,301,850.99,True,synthetic_expected_pairing
TX03248,midrange_gaming,Gaming,1957.84,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,450,1520.99,True,synthetic_expected_pairing
TX03249,midrange_gaming,Gaming,1975.25,AMD Ryzen 7 5700X,AMD,AM4,27065,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,441,1430.0,True,synthetic_expected_pairing
TX03250,midrange_gaming,Gaming,1777.92,Intel Core i9-10900K @ 3.70GHz,Intel,LGA1200,23768,GeForce RTX 3070,NVIDIA,22400,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,531,1720.97,True,synthetic_expected_pairing
TX03251,general_productivity,General Productivity,860.49,AMD Ryzen 5 3600X,AMD,AM4,18285,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,364,866.99,True,synthetic_expected_pairing
TX03252,entry_gaming,Gaming,951.65,Intel Core i7-10700T @ 2.00GHz,Intel,LGA1200,13119,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,254,994.99,True,synthetic_expected_pairing
TX03253,highend_gaming,Gaming,2322.11,AMD Ryzen 9 5900X,AMD,AM4,39457,Radeon RX 6900 XT,Radeon,26400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,608,2038.03,True,synthetic_expected_pairing
TX03254,general_productivity,General Productivity,1216.45,Intel Core i9-11900F @ 2.50GHz,Intel,LGA1200,23814,GeForce GTX 1650,NVIDIA,7870,MSI MAG B560M Mortar WiFi,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,258,970.99,True,synthetic_expected_pairing
TX03255,midrange_gaming,Gaming,2002.45,AMD Ryzen 9 3900X,AMD,AM4,32751,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,502,1560.0,True,synthetic_expected_pairing
TX03256,midrange_gaming,Gaming,1851.75,Intel Core i9-11900F @ 2.50GHz,Intel,LGA1200,23814,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte B560 AORUS PRO AX,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,422,1460.99,True,synthetic_expected_pairing
TX03257,midrange_gaming,Gaming,1934.85,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,Radeon RX 6800,Radeon,22200,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,483,1456.99,True,synthetic_expected_pairing
TX03258,workstation,Workstation,1879.56,AMD Ryzen 9 5900X,AMD,AM4,39457,Radeon RX 6800,Radeon,22200,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,WD Blue 4TB HDD,HDD,4000,Cooler Master MWE 650 Bronze V2,650,552,1738.03,True,synthetic_expected_pairing
TX03259,budget_gaming,Gaming,1303.34,AMD Ryzen 7 2700,AMD,AM4,15654,GeForce RTX 3060,NVIDIA,17150,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,383,1021.2,True,synthetic_expected_pairing
TX03260,general_productivity,General Productivity,1033.85,AMD Ryzen 7 1800X,AMD,AM4,16306,GeForce GTX 1650,NVIDIA,7870,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,297,745.03,True,synthetic_expected_pairing
TX03261,budget_gaming,Gaming,1138.89,Intel Core i5-11600KF @ 3.90GHz,Intel,LGA1200,19742,Radeon RX 6600 XT,Radeon,16500,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,448,959.49,True,synthetic_expected_pairing
TX03262,workstation,Workstation,2754.86,AMD Ryzen 9 5950X,AMD,AM4,46195,GeForce RTX 3080,NVIDIA,25300,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,640,2224.74,True,synthetic_expected_pairing
TX03263,entry_gaming,Gaming,889.51,AMD Ryzen 5 1600,AMD,AM4,12314,Radeon RX 6500 XT,Radeon,9440,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,301,830.82,True,synthetic_expected_pairing
TX03264,midrange_gaming,Gaming,2018.28,Intel Core i7-11700KF @ 3.60GHz,Intel,LGA1200,24147,GeForce RTX 3070,NVIDIA,22400,ASUS Prime B560M-A,LGA1200,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,524,1584.0,True,synthetic_expected_pairing
TX03265,budget_gaming,Gaming,1192.52,AMD Ryzen 5 4500,AMD,AM4,16698,Radeon RX 6600 XT,Radeon,16500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,368,862.75,True,synthetic_expected_pairing
TX03266,general_productivity,General Productivity,994.43,Intel Core i5-10500 @ 3.10GHz,Intel,LGA1200,13056,GeForce GTX 1650,NVIDIA,7870,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,258,776.88,True,synthetic_expected_pairing
TX03267,midrange_gaming,Gaming,1670.46,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,Radeon RX 6700 XT,Radeon,19800,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,463,1280.99,True,synthetic_expected_pairing
TX03268,midrange_gaming,Gaming,1656.68,Intel Core i5-12600KF,Intel,LGA1700,27186,GeForce RTX 3070,NVIDIA,22400,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,561,1575.98,True,synthetic_expected_pairing
TX03269,midrange_gaming,Gaming,1491.12,AMD Ryzen 7 5800X3D,AMD,AM4,25508,GeForce RTX 3060,NVIDIA,17150,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,431,1360.0,True,synthetic_expected_pairing
TX03270,midrange_gaming,Gaming,1512.94,AMD Ryzen 7 3700X,AMD,AM4,22716,GeForce RTX 3060 Ti,NVIDIA,20500,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,418,1432.52,True,synthetic_expected_pairing
TX03271,midrange_gaming,Gaming,1894.23,AMD Ryzen 5 5600X,AMD,AM4,22088,Radeon RX 6800,Radeon,22200,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,489,1427.99,True,synthetic_expected_pairing
TX03272,general_productivity,General Productivity,1023.45,Intel Core i5-11400F @ 2.60GHz,Intel,LGA1200,17213,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,318,776.99,True,synthetic_expected_pairing
TX03273,midrange_gaming,Gaming,2059.62,Intel Core i5-12600K,Intel,LGA1700,27429,GeForce RTX 3070,NVIDIA,22400,ASUS Prime B760M-A WiFi,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,562,1642.98,True,synthetic_expected_pairing
TX03274,midrange_gaming,Gaming,1678.93,Intel Core i7-11700F @ 2.50GHz,Intel,LGA1200,21447,Radeon RX 6800,Radeon,22200,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,483,1426.99,True,synthetic_expected_pairing
TX03275,budget_gaming,Gaming,1092.95,Intel Core i3-12100,Intel,LGA1700,14503,GeForce RTX 2060,NVIDIA,14100,ASUS Prime B760M-A WiFi,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,362,823.0,True,synthetic_expected_pairing
TX03276,midrange_gaming,Gaming,1594.99,Intel Core i7-12700,Intel,LGA1700,31659,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 16GB DDR5,DDR5,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,402,1279.0,True,synthetic_expected_pairing
TX03277,general_productivity,General Productivity,830.43,Intel Core i5-12400F,Intel,LGA1700,19659,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B760M-A WiFi,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,323,845.98,True,synthetic_expected_pairing
TX03278,entry_gaming,Gaming,1025.13,Intel Core i5-10600 @ 3.30GHz,Intel,LGA1200,13928,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,293,746.99,True,synthetic_expected_pairing
TX03279,general_productivity,General Productivity,876.52,AMD Ryzen 5 3500X,AMD,AM4,13319,Radeon RX 6600,Radeon,15100,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,333,851.95,True,synthetic_expected_pairing
TX03280,midrange_gaming,Gaming,1618.45,AMD Ryzen 7 3800XT,AMD,AM4,23815,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,500,1518.65,True,synthetic_expected_pairing
TX03281,highend_gaming,Gaming,2887.69,Intel Core i9-12900K,Intel,LGA1700,41077,GeForce RTX 3080 Ti,NVIDIA,27100,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair RM1000x,1000,870,2684.95,True,synthetic_expected_pairing
TX03282,entry_gaming,Gaming,808.64,AMD Ryzen 5 2400G,AMD,AM4,8729,GeForce GTX 1650,NVIDIA,7870,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,251,761.0,True,synthetic_expected_pairing
TX03283,midrange_gaming,Gaming,1824.91,Intel Core i7-12700T,Intel,LGA1700,22688,GeForce RTX 3070,NVIDIA,22400,ASUS Prime B760M-A WiFi,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,413,1684.0,True,synthetic_expected_pairing
TX03284,general_productivity,General Productivity,1243.26,Intel Core i7-10700T @ 2.00GHz,Intel,LGA1200,13119,GeForce RTX 2060,NVIDIA,14100,MSI MAG B560M Mortar WiFi,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,331,1138.99,True,synthetic_expected_pairing
TX03285,entry_gaming,Gaming,878.79,Intel Core i5-10400 @ 2.90GHz,Intel,LGA1200,12320,GeForce RTX 2060,NVIDIA,14100,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,362,766.99,True,synthetic_expected_pairing
TX03286,entry_gaming,Gaming,1027.25,Intel Core i5-10600T @ 2.40GHz,Intel,LGA1200,11376,GeForce RTX 2060,NVIDIA,14100,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,329,894.0,True,synthetic_expected_pairing
TX03287,highend_gaming,Gaming,2284.82,AMD Ryzen 7 5700X,AMD,AM4,27065,Radeon RX 6900 XT,Radeon,26400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,556,1944.0,True,synthetic_expected_pairing
TX03288,workstation,Workstation,2039.32,AMD Ryzen 9 5900X,AMD,AM4,39457,GeForce RTX 3070 Ti,NVIDIA,23700,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,WD Blue 4TB HDD,HDD,4000,MSI MAG A650BN,650,591,1618.03,True,synthetic_expected_pairing
TX03289,midrange_gaming,Gaming,1969.64,AMD Ryzen 7 3800XT,AMD,AM4,23815,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,502,1582.65,True,synthetic_expected_pairing
TX03290,entry_gaming,Gaming,900.98,Intel Core i5-11400T @ 1.30GHz,Intel,LGA1200,13078,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,279,847.0,True,synthetic_expected_pairing
TX03291,highend_gaming,Gaming,2624.67,Intel Core i5-12600KF,Intel,LGA1700,27186,GeForce RTX 3080,NVIDIA,25300,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A750GL PCIE5,750,712,1975.98,True,synthetic_expected_pairing
TX03292,workstation,Workstation,2545.48,AMD Ryzen 9 3950X,AMD,AM4,39157,Radeon RX 6800,Radeon,22200,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,549,1995.0,True,synthetic_expected_pairing
TX03293,midrange_gaming,Gaming,1477.67,AMD Ryzen 9 3900,AMD,AM4,30660,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1628.27,True,synthetic_expected_pairing
TX03294,budget_gaming,Gaming,1065.15,Intel Core i5-10600 @ 3.30GHz,Intel,LGA1200,13928,GeForce RTX 2060,NVIDIA,14100,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,370,950.99,True,synthetic_expected_pairing
TX03295,entry_gaming,Gaming,717.31,Intel Core i5-11400 @ 2.60GHz,Intel,LGA1200,17132,Radeon RX 6500 XT,Radeon,9440,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,301,839.21,True,synthetic_expected_pairing
TX03296,midrange_gaming,Gaming,1516.26,Intel Core i9-11900 @ 2.50GHz,Intel,LGA1200,23117,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte B560 AORUS PRO AX,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,427,1588.88,True,synthetic_expected_pairing
TX03297,budget_gaming,Gaming,1124.02,AMD Ryzen 7 PRO 4750G,AMD,AM4,20570,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,370,1060.99,True,synthetic_expected_pairing
TX03298,budget_gaming,Gaming,1350.92,Intel Core i5-12600,Intel,LGA1700,21368,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,345,1089.97,True,synthetic_expected_pairing
TX03299,workstation,Workstation,2130.06,Intel Core i9-12900,Intel,LGA1700,38281,Radeon RX 6600 XT,Radeon,16500,MSI PRO B760M-A WiFi DDR5,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,381,1694.0,True,synthetic_expected_pairing
TX03300,entry_gaming,Gaming,1011.64,Intel Core i5-11400T @ 1.30GHz,Intel,LGA1200,13078,Radeon RX 6500 XT,Radeon,9440,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,262,867.0,True,synthetic_expected_pairing
TX03301,budget_gaming,Gaming,1267.91,AMD Ryzen 7 3800X,AMD,AM4,23275,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,422,1013.59,True,synthetic_expected_pairing
TX03302,entry_gaming,Gaming,1022.03,Intel Core i3-12100,Intel,LGA1700,14503,GeForce RTX 2060,NVIDIA,14100,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,381,943.0,True,synthetic_expected_pairing
TX03303,workstation,Workstation,2021.52,Intel Core i9-12900F,Intel,LGA1700,35726,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,445,1884.99,True,synthetic_expected_pairing
TX03304,highend_gaming,Gaming,2430.81,Intel Core i5-12600K,Intel,LGA1700,27429,GeForce RTX 3080,NVIDIA,25300,MSI PRO B760M-A WiFi DDR5,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair RM750e,750,697,1962.98,True,synthetic_expected_pairing
TX03305,budget_gaming,Gaming,1133.08,AMD Ryzen 7 3800XT,AMD,AM4,23815,Radeon RX 6600 XT,Radeon,16500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1232.65,True,synthetic_expected_pairing
TX03306,highend_gaming,Gaming,2829.97,Intel Core i9-12900T,Intel,LGA1700,34999,Radeon RX 6800 XT,Radeon,24600,Gigabyte Z790 Gaming X AX,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,535,2054.0,True,synthetic_expected_pairing
TX03307,budget_gaming,Gaming,1000.89,Intel Core i5-10400F @ 2.90GHz,Intel,LGA1200,12439,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B560 AORUS PRO AX,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,327,895.99,True,synthetic_expected_pairing
TX03308,highend_gaming,Gaming,2125.01,Intel Core i7-12700,Intel,LGA1700,31659,GeForce RTX 3070 Ti,NVIDIA,23700,MSI PRO B760M-A WiFi DDR5,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,543,1733.0,True,synthetic_expected_pairing
TX03309,budget_gaming,Gaming,1383.27,AMD Ryzen 7 4700G,AMD,AM4,20138,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,1004.0,True,synthetic_expected_pairing
TX03310,general_productivity,General Productivity,1003.57,Intel Core i5-12500T,Intel,LGA1700,17728,Radeon RX 6500 XT,Radeon,9440,MSI PRO B760M-A WiFi DDR5,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,262,873.0,True,synthetic_expected_pairing
TX03311,budget_gaming,Gaming,1297.68,AMD Ryzen 5 3600X,AMD,AM4,18285,GeForce RTX 2060,NVIDIA,14100,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,411,970.99,True,synthetic_expected_pairing
TX03312,budget_gaming,Gaming,1349.56,Intel Core i7-10700K @ 3.80GHz,Intel,LGA1200,19277,GeForce RTX 3060,NVIDIA,17150,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,453,995.98,True,synthetic_expected_pairing
TX03313,budget_gaming,Gaming,1314.48,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,370,1076.99,True,synthetic_expected_pairing
TX03314,workstation,Workstation,2055.95,AMD Ryzen 9 3900XT,AMD,AM4,32869,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Blue 4TB HDD,HDD,4000,MSI MAG A650BN,650,480,1759.77,True,synthetic_expected_pairing
TX03315,general_productivity,General Productivity,855.7,AMD Ryzen 5 5600X,AMD,AM4,22088,GeForce GTX 1660 Super,NVIDIA,12750,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,320,877.99,True,synthetic_expected_pairing
TX03316,midrange_gaming,Gaming,2072.98,Intel Core i9-10900KF @ 3.70GHz,Intel,LGA1200,23508,GeForce RTX 3070,NVIDIA,22400,MSI MAG B560M Mortar WiFi,LGA1200,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,530,1594.99,True,synthetic_expected_pairing
TX03317,midrange_gaming,Gaming,1710.91,Intel Core i5-12400,Intel,LGA1700,19571,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,406,1257.0,True,synthetic_expected_pairing
TX03318,budget_gaming,Gaming,1194.1,AMD Ryzen 5 4500,AMD,AM4,16698,GeForce RTX 2060,NVIDIA,14100,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,372,868.75,True,synthetic_expected_pairing
TX03319,midrange_gaming,Gaming,1792.32,AMD Ryzen 5 5600X,AMD,AM4,22088,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1307.99,True,synthetic_expected_pairing
TX03320,midrange_gaming,Gaming,1548.2,AMD Ryzen 7 3800XT,AMD,AM4,23815,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,502,1596.65,True,synthetic_expected_pairing
TX03321,general_productivity,General Productivity,882.4,AMD Ryzen 7 1700X,AMD,AM4,15496,GeForce GTX 1660 Super,NVIDIA,12750,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,889.06,True,synthetic_expected_pairing
TX03322,highend_gaming,Gaming,2902.73,AMD Ryzen 9 3950X,AMD,AM4,39157,GeForce RTX 3080 Ti,NVIDIA,27100,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A750GL PCIE5,750,673,2425.0,True,synthetic_expected_pairing
